MonitoringLocationName,MonitoringLocationID,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,CharacteristicName,ResultValue,ResultUnit
Lake Erie,958,41.525,-81.708,2024-08-15,Chloride,16.5,mg/L
Lake Erie,958,41.525,-81.708,2024-08-15,Dissolved oxygen (DO),7.99,mg/L
Lake Erie,958,41.525,-81.708,2024-08-15,Dissolved oxygen (DO),8.09,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,pH,7.97,None
Lake Huron,9,43.633,-82.217,2022-09-20,pH,7.97,None
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.6,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Dissolved oxygen (DO),10.78,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),8.8,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Chloride,7.36,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),11.78,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),10.89,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.65,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.67,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,pH,8.03,None
Lake Huron,9,43.633,-82.217,2022-05-31,Dissolved oxygen (DO),10.28,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Total suspended solids,0.4,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,pH,8.33,None
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.7,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Total suspended solids,0.2,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Chloride,7.41,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Chloride,7.43,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.72,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,Dissolved oxygen (DO),10.72,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),11.31,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,pH,8.13,None
Lake Huron,9,43.633,-82.217,2022-05-31,Chloride,7.38,mg/L
Lake Huron,9,43.633,-82.217,2022-05-31,pH,8.01,None
Lake Huron,9,43.633,-82.217,2022-05-31,Dissolved oxygen (DO),10.59,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,pH,7.99,None
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),9.63,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,pH,8.3,None
Lake Huron,9,43.633,-82.217,2022-05-31,pH,8.11,None
Lake Huron,9,43.633,-82.217,2022-05-31,Chloride,7.37,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,pH,8.29,None
Lake Huron,9,43.633,-82.217,2022-09-20,pH,7.96,None
Lake Huron,9,43.633,-82.217,2022-05-31,Dissolved oxygen (DO),10.82,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Chloride,7.72,mg/L
Lake Huron,9,43.633,-82.217,2022-09-20,Dissolved oxygen (DO),10.17,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),11.88,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.49,None
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),10.9,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.02,None
Lake Huron,9,43.633,-82.217,2024-08-27,Total suspended solids,0.4,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,7.86,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,7.75,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),8.81,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,7.99,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),10.93,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),10.71,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.38,None
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.05,None
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.13,None
Lake Huron,9,43.633,-82.217,2024-08-27,pH,8.36,None
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,8,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,7.8,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Dissolved oxygen (DO),10.86,mg/L
Lake Huron,9,43.633,-82.217,2024-08-27,Chloride,7.78,mg/L
Lake Ontario,30,43.83,-78.662,2022-04-21,Chloride,23.6,mg/L
Lake Ontario,30,43.83,-78.662,2022-04-21,Dissolved oxygen (DO),11.53,mg/L
Lake Ontario,30,43.83,-78.662,2022-04-21,pH,8.21,None
Lake Ontario,30,43.83,-78.662,2022-04-21,Total suspended solids,0.1,mg/L
Lake Ontario,32,43.783,-78.438,2022-04-21,Total suspended solids,0.1,mg/L
Lake Ontario,32,43.783,-78.438,2022-04-21,Chloride,23.4,mg/L
Lake Ontario,32,43.783,-78.438,2022-04-21,pH,8.17,None
Lake Ontario,32,43.783,-78.438,2022-04-21,Dissolved oxygen (DO),11.57,mg/L
Lake Huron,58,45.867,-83.267,2022-09-16,Dissolved oxygen (DO),9.29,mg/L
Lake Huron,58,45.867,-83.267,2022-09-16,pH,8.36,None
Lake Huron,58,45.867,-83.267,2022-09-16,Total suspended solids,0.3,mg/L
Lake Huron,58,45.867,-83.267,2022-09-16,Chloride,7.35,mg/L
Lake Huron,58,45.867,-83.267,2024-09-06,Chloride,6.16,mg/L
Lake Huron,58,45.867,-83.267,2024-09-06,Total suspended solids,0.8,mg/L
Lake Huron,58,45.867,-83.267,2024-09-06,Dissolved oxygen (DO),9.33,mg/L
Lake Huron,58,45.867,-83.267,2024-09-06,pH,8.18,None
Lake Superior,127,47.848,-88.337,2024-06-15,Dissolved oxygen (DO),11.23,mg/L
Lake Superior,127,47.848,-88.337,2024-09-16,Chloride,1.6,mg/L
Lake Superior,127,47.848,-88.337,2024-09-16,Dissolved oxygen (DO),9.52,mg/L
Lake Superior,127,47.848,-88.337,2024-09-16,pH,7.87,None
Lake Superior,127,47.848,-88.337,2024-09-16,Total suspended solids,0.5,mg/L
Lake Superior,127,47.848,-88.337,2024-06-15,Total suspended solids,0.3,mg/L
Lake Superior,127,47.848,-88.337,2024-06-15,Chloride,1.53,mg/L
Lake Superior,127,47.848,-88.337,2024-06-15,pH,8.29,None
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),9.22,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Total suspended solids,0.3,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.49,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Dissolved oxygen (DO),11.62,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,pH,7.99,None
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,8.34,None
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,8.19,None
Georgian Bay,17,45.245,-80.875,2022-06-06,Chloride,7.46,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Total suspended solids,0.1,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),11.31,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.41,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,7.88,None
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.49,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),11.21,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Chloride,7.47,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),10.9,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),9,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,7.91,None
Georgian Bay,17,45.245,-80.875,2022-06-06,pH,8.06,None
Georgian Bay,17,45.245,-80.875,2022-09-13,Dissolved oxygen (DO),10.19,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,pH,7.99,None
Georgian Bay,17,45.245,-80.875,2022-06-06,Dissolved oxygen (DO),11.76,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Chloride,7.45,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,pH,7.99,None
Georgian Bay,17,45.245,-80.875,2022-06-06,Chloride,7.46,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Dissolved oxygen (DO),11.51,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,Dissolved oxygen (DO),11.33,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,7.89,None
Georgian Bay,17,45.245,-80.875,2022-06-06,Dissolved oxygen (DO),11.53,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.43,mg/L
Georgian Bay,17,45.245,-80.875,2022-06-06,pH,7.99,None
Georgian Bay,17,45.245,-80.875,2022-06-06,Chloride,7.46,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,pH,8.33,None
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.49,mg/L
Georgian Bay,17,45.245,-80.875,2022-09-13,Chloride,7.45,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.86,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Total suspended solids,0.9,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.87,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.9,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),10.23,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),9,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,7.97,None
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,7.97,None
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,8.07,None
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),10.34,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,8.02,None
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,8.23,None
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.8,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.85,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Chloride,7.86,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),10.3,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,pH,8.25,None
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),10.31,mg/L
Georgian Bay,17,45.245,-80.875,2024-09-09,Dissolved oxygen (DO),9.88,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,Total suspended solids,1.3,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,pH,8.59,None
Lake Erie,944,42.533,-80.642,2022-08-17,Dissolved oxygen (DO),8.54,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,pH,8.58,None
Lake Erie,944,42.533,-80.642,2022-08-17,Dissolved oxygen (DO),8.59,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,Chloride,14.9,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,pH,8.58,None
Lake Erie,944,42.533,-80.642,2022-08-17,Dissolved oxygen (DO),8.41,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,Chloride,14.9,mg/L
Lake Erie,944,42.533,-80.642,2022-08-17,Chloride,14.8,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,pH,8.21,None
Lake Erie,944,42.533,-80.642,2023-05-09,Chloride,14.8,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Dissolved oxygen (DO),10.51,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,pH,8.19,None
Lake Erie,944,42.533,-80.642,2023-05-09,Chloride,14.7,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,pH,8.26,None
Lake Erie,944,42.533,-80.642,2023-05-09,Chloride,14.8,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Total suspended solids,9.1,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,pH,8.27,None
Lake Erie,944,42.533,-80.642,2023-05-09,Dissolved oxygen (DO),10.77,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Dissolved oxygen (DO),10.12,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Total suspended solids,8.5,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Chloride,14.7,mg/L
Lake Erie,944,42.533,-80.642,2023-05-09,Dissolved oxygen (DO),10.34,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Chloride,14.8,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,pH,7.75,None
Lake Erie,944,42.533,-80.642,2024-08-22,Dissolved oxygen (DO),1.21,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Dissolved oxygen (DO),8.47,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Dissolved oxygen (DO),3.36,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Chloride,14.5,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,pH,8.38,None
Lake Erie,944,42.533,-80.642,2024-08-22,pH,7.53,None
Lake Erie,944,42.533,-80.642,2024-08-22,pH,8.39,None
Lake Erie,944,42.533,-80.642,2024-08-22,Total suspended solids,1.9,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Dissolved oxygen (DO),8.64,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,pH,7.54,None
Lake Erie,944,42.533,-80.642,2024-08-22,Chloride,14.8,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Dissolved oxygen (DO),0.57,mg/L
Lake Erie,944,42.533,-80.642,2024-08-22,Chloride,14.9,mg/L
Lake Superior,185,47.1,-90.463,2024-06-12,pH,8.31,None
Lake Superior,185,47.1,-90.463,2024-09-18,Total suspended solids,0.6,mg/L
Lake Superior,185,47.1,-90.463,2024-09-18,Chloride,1.64,mg/L
Lake Superior,185,47.1,-90.463,2024-06-12,Chloride,1.58,mg/L
Lake Superior,185,47.1,-90.463,2024-06-12,Total suspended solids,0.4,mg/L
Lake Superior,185,47.1,-90.463,2024-06-12,Dissolved oxygen (DO),10.7,mg/L
Lake Superior,185,47.1,-90.463,2024-09-18,pH,7.95,None
Lake Superior,185,47.1,-90.463,2024-09-18,Dissolved oxygen (DO),9.56,mg/L
Georgian Bay,15,45.167,-80.297,2022-09-13,Chloride,7.58,mg/L
Georgian Bay,15,45.167,-80.297,2022-09-13,pH,8.29,None
Georgian Bay,15,45.167,-80.297,2022-06-05,pH,8.08,None
Georgian Bay,15,45.167,-80.297,2022-06-05,Chloride,7.52,mg/L
Georgian Bay,15,45.167,-80.297,2022-09-13,Total suspended solids,0.3,mg/L
Georgian Bay,15,45.167,-80.297,2022-09-13,Dissolved oxygen (DO),9.26,mg/L
Georgian Bay,15,45.167,-80.297,2022-06-05,Dissolved oxygen (DO),11.04,mg/L
Georgian Bay,15,45.167,-80.297,2022-06-05,Total suspended solids,0.1,mg/L
Georgian Bay,15,45.167,-80.297,2024-09-10,Total suspended solids,0.6,mg/L
Georgian Bay,15,45.167,-80.297,2024-09-10,pH,8.08,None
Georgian Bay,15,45.167,-80.297,2024-09-10,Dissolved oxygen (DO),9.68,mg/L
Georgian Bay,15,45.167,-80.297,2024-09-10,Chloride,8.11,mg/L
Lake Ontario,53,43.35,-77.712,2022-04-24,Chloride,22.2,mg/L
Lake Ontario,53,43.35,-77.712,2022-04-24,Total suspended solids,0.5,mg/L
Lake Ontario,53,43.35,-77.712,2022-04-24,pH,8.19,None
Lake Ontario,53,43.35,-77.712,2022-04-24,Dissolved oxygen (DO),11.54,mg/L
Lake Ontario,53,43.35,-77.712,2023-04-15,Total suspended solids,0.6,mg/L
Lake Ontario,53,43.35,-77.712,2023-04-15,Dissolved oxygen (DO),11.25,mg/L
Lake Ontario,53,43.35,-77.712,2023-04-15,pH,8.17,None
Lake Ontario,53,43.35,-77.712,2023-04-15,Chloride,21.3,mg/L
Lake Huron,36,45.04,-83.378,2022-06-02,Chloride,7.54,mg/L
Lake Huron,36,45.04,-83.378,2022-06-02,Dissolved oxygen (DO),10.01,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,Dissolved oxygen (DO),9.02,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,Total suspended solids,1.9,mg/L
Lake Huron,36,45.04,-83.378,2022-06-02,pH,8.25,None
Lake Huron,36,45.04,-83.378,2022-09-17,pH,8.47,None
Lake Huron,36,45.04,-83.378,2022-06-02,Dissolved oxygen (DO),10.87,mg/L
Lake Huron,36,45.04,-83.378,2022-06-02,pH,8.27,None
Lake Huron,36,45.04,-83.378,2022-06-02,Total suspended solids,0.6,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,Dissolved oxygen (DO),9.09,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,Chloride,8.23,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,Chloride,8.11,mg/L
Lake Huron,36,45.04,-83.378,2022-06-02,Chloride,7.71,mg/L
Lake Huron,36,45.04,-83.378,2022-09-17,pH,8.47,None
Lake Huron,36,45.04,-83.378,2024-09-04,Dissolved oxygen (DO),9.27,mg/L
Lake Huron,36,45.04,-83.378,2024-09-04,pH,8.45,None
Lake Huron,36,45.04,-83.378,2024-09-04,Total suspended solids,1.4,mg/L
Lake Huron,36,45.04,-83.378,2024-09-04,Dissolved oxygen (DO),9.38,mg/L
Lake Huron,36,45.04,-83.378,2024-09-04,Chloride,7.68,mg/L
Lake Huron,36,45.04,-83.378,2024-09-04,Chloride,7.74,mg/L
Lake Huron,36,45.04,-83.378,2024-09-04,pH,8.45,None
Lake Ontario,65,43.423,-76.883,2022-04-24,Dissolved oxygen (DO),11.87,mg/L
Lake Ontario,65,43.423,-76.883,2022-04-24,pH,8.2,None
Lake Ontario,65,43.423,-76.883,2022-04-24,Total suspended solids,0.2,mg/L
Lake Ontario,65,43.423,-76.883,2022-04-24,Chloride,22.8,mg/L
Lake Ontario,65,43.423,-76.883,2023-04-16,Dissolved oxygen (DO),11.22,mg/L
Lake Ontario,65,43.423,-76.883,2023-04-16,Chloride,23.1,mg/L
Lake Ontario,65,43.423,-76.883,2023-04-16,Total suspended solids,0.2,mg/L
Lake Ontario,65,43.423,-76.883,2023-04-16,pH,8.21,None
Lake Erie,959,42.195,-82.183,2022-08-18,Chloride,15.3,mg/L
Lake Erie,959,42.195,-82.183,2022-08-18,Total suspended solids,2.67,mg/L
Lake Erie,959,42.195,-82.183,2022-08-18,pH,8.72,None
Lake Erie,959,42.195,-82.183,2022-08-18,Dissolved oxygen (DO),9.23,mg/L
Lake Erie,959,42.195,-82.183,2023-05-17,Chloride,14.6,mg/L
Lake Erie,959,42.195,-82.183,2023-05-17,Dissolved oxygen (DO),10.66,mg/L
Lake Erie,959,42.195,-82.183,2023-05-17,pH,8.21,None
Lake Erie,959,42.195,-82.183,2023-05-17,Total suspended solids,1.6,mg/L
Lake Erie,959,42.195,-82.183,2024-08-16,Total suspended solids,3.4,mg/L
Lake Erie,959,42.195,-82.183,2024-08-16,Chloride,13.7,mg/L
Lake Erie,959,42.195,-82.183,2024-08-16,Dissolved oxygen (DO),9.82,mg/L
Lake Erie,959,42.195,-82.183,2024-08-16,pH,8.77,None
Georgian Bay,24,45.679,-80.839,2022-09-14,Total suspended solids,0.4,mg/L
Georgian Bay,24,45.679,-80.839,2022-09-14,pH,8.34,None
Georgian Bay,24,45.679,-80.839,2022-06-05,Dissolved oxygen (DO),10.73,mg/L
Georgian Bay,24,45.679,-80.839,2022-06-05,pH,8.1,None
Georgian Bay,24,45.679,-80.839,2022-09-14,Chloride,7.44,mg/L
Georgian Bay,24,45.679,-80.839,2022-09-14,Dissolved oxygen (DO),9.18,mg/L
Georgian Bay,24,45.679,-80.839,2022-06-05,Chloride,7.3,mg/L
Georgian Bay,24,45.679,-80.839,2022-06-05,Total suspended solids,0.3,mg/L
Georgian Bay,24,45.679,-80.839,2024-09-07,Total suspended solids,0.4,mg/L
Georgian Bay,24,45.679,-80.839,2024-09-07,pH,8.21,None
Georgian Bay,24,45.679,-80.839,2024-09-07,Dissolved oxygen (DO),9.31,mg/L
Georgian Bay,24,45.679,-80.839,2024-09-07,Chloride,7.78,mg/L
Lake Erie,964,41.483,-82.183,2022-08-19,pH,8.47,None
Lake Erie,964,41.483,-82.183,2022-08-19,Total suspended solids,1.94,mg/L
Lake Erie,964,41.483,-82.183,2022-08-19,Dissolved oxygen (DO),8.42,mg/L
Lake Erie,964,41.483,-82.183,2022-08-19,Chloride,16.7,mg/L
Lake Erie,964,41.483,-82.183,2023-05-18,pH,8.44,None
Lake Erie,964,41.483,-82.183,2023-05-18,Chloride,19.1,mg/L
Lake Erie,964,41.483,-82.183,2023-05-18,Dissolved oxygen (DO),10.61,mg/L
Lake Erie,964,41.483,-82.183,2023-05-18,Total suspended solids,11.1,mg/L
Lake Erie,964,41.483,-82.183,2024-08-15,pH,8.16,None
Lake Erie,964,41.483,-82.183,2024-08-15,Total suspended solids,3.8,mg/L
Lake Erie,964,41.483,-82.183,2024-08-15,Dissolved oxygen (DO),7.92,mg/L
Lake Erie,964,41.483,-82.183,2024-08-15,Chloride,16.1,mg/L
Lake Ontario,1001,43.287,-79.843,2022-04-27,Chloride,123,mg/L
Lake Ontario,1001,43.287,-79.843,2022-04-27,Total suspended solids,2.9,mg/L
Lake Ontario,1001,43.287,-79.843,2022-04-27,Dissolved oxygen (DO),11.24,mg/L
Lake Ontario,1001,43.287,-79.843,2022-04-27,pH,8.37,None
Lake Ontario,1001,43.287,-79.843,2023-04-18,pH,8.24,None
Lake Ontario,1001,43.287,-79.843,2023-04-18,Chloride,119,mg/L
Lake Ontario,1001,43.287,-79.843,2023-04-18,Total suspended solids,3.4,mg/L
Lake Ontario,1001,43.287,-79.843,2023-04-18,Dissolved oxygen (DO),10.74,mg/L
Lake Superior,138,48.417,-88.933,2024-06-14,Chloride,1.79,mg/L
Lake Superior,138,48.417,-88.933,2024-09-21,pH,7.93,None
Lake Superior,138,48.417,-88.933,2024-06-14,pH,8.19,None
Lake Superior,138,48.417,-88.933,2024-09-21,Chloride,1.7,mg/L
Lake Superior,138,48.417,-88.933,2024-06-14,Total suspended solids,0.6,mg/L
Lake Superior,138,48.417,-88.933,2024-09-21,Total suspended solids,0.6,mg/L
Lake Superior,138,48.417,-88.933,2024-06-14,Dissolved oxygen (DO),11.22,mg/L
Lake Superior,138,48.417,-88.933,2024-09-21,Dissolved oxygen (DO),9.56,mg/L
Lake Ontario,909,43.281,-79.873,2022-04-27,Dissolved oxygen (DO),11.09,mg/L
Lake Ontario,909,43.281,-79.873,2022-04-27,Total suspended solids,3.6,mg/L
Lake Ontario,909,43.281,-79.873,2022-04-27,pH,8.4,None
Lake Ontario,909,43.281,-79.873,2022-04-27,Chloride,123,mg/L
Lake Ontario,909,43.281,-79.873,2023-04-18,Dissolved oxygen (DO),10.46,mg/L
Lake Ontario,909,43.281,-79.873,2023-04-18,Chloride,121,mg/L
Lake Ontario,909,43.281,-79.873,2023-04-18,pH,8.14,None
Lake Ontario,909,43.281,-79.873,2023-04-18,Total suspended solids,3.1,mg/L
Lake Huron,56,45.517,-84.083,2022-09-16,Dissolved oxygen (DO),9.6,mg/L
Lake Huron,56,45.517,-84.083,2022-09-16,pH,8.36,None
Lake Huron,56,45.517,-84.083,2022-09-16,Total suspended solids,0.3,mg/L
Lake Huron,56,45.517,-84.083,2022-09-16,Chloride,7.77,mg/L
Lake Huron,56,45.517,-84.083,2024-09-04,Chloride,8.44,mg/L
Lake Huron,56,45.517,-84.083,2024-09-04,pH,8.43,None
Lake Huron,56,45.517,-84.083,2024-09-04,Total suspended solids,0.4,mg/L
Lake Huron,56,45.517,-84.083,2024-09-04,Dissolved oxygen (DO),9.35,mg/L
Lake Erie,972,41.867,-83.2,2022-08-20,Chloride,14.1,mg/L
Lake Erie,972,41.867,-83.2,2022-08-20,Total suspended solids,3.83,mg/L
Lake Erie,972,41.867,-83.2,2022-08-20,pH,8.86,None
Lake Erie,972,41.867,-83.2,2022-08-20,Dissolved oxygen (DO),9.74,mg/L
Lake Erie,972,41.867,-83.2,2023-05-16,Chloride,12.7,mg/L
Lake Erie,972,41.867,-83.2,2023-05-16,Total suspended solids,2.9,mg/L
Lake Erie,972,41.867,-83.2,2023-05-16,Dissolved oxygen (DO),10.22,mg/L
Lake Erie,972,41.867,-83.2,2023-05-16,pH,8.32,None
Lake Erie,972,41.867,-83.2,2024-04-17,Total suspended solids,21.2,mg/L
Lake Erie,972,41.867,-83.2,2024-04-17,Chloride,20.3,mg/L
Lake Erie,972,41.867,-83.2,2024-08-14,Total suspended solids,3,mg/L
Lake Erie,972,41.867,-83.2,2024-08-14,Chloride,10.8,mg/L
Lake Erie,972,41.867,-83.2,2024-08-14,pH,8.61,None
Lake Erie,972,41.867,-83.2,2024-04-17,Chloride,19.9,mg/L
Lake Erie,972,41.867,-83.2,2024-08-14,Dissolved oxygen (DO),8.65,mg/L
Lake Erie,972,41.867,-83.2,2024-04-17,Chloride,20.8,mg/L
Lake Huron,87,46.061,-82.197,2022-09-15,Total suspended solids,1.2,mg/L
Lake Huron,87,46.061,-82.197,2022-09-15,Dissolved oxygen (DO),8.99,mg/L
Lake Huron,87,46.061,-82.197,2022-06-04,pH,8.08,None
Lake Huron,87,46.061,-82.197,2022-09-15,Chloride,5.96,mg/L
Lake Huron,87,46.061,-82.197,2022-06-04,Total suspended solids,0.3,mg/L
Lake Huron,87,46.061,-82.197,2022-06-04,Chloride,5.89,mg/L
Lake Huron,87,46.061,-82.197,2022-06-04,Dissolved oxygen (DO),11.32,mg/L
Lake Huron,87,46.061,-82.197,2022-09-15,pH,8.35,None
Lake Huron,87,46.061,-82.197,2024-09-06,Total suspended solids,1.1,mg/L
Lake Huron,87,46.061,-82.197,2024-09-06,Chloride,6.37,mg/L
Lake Huron,87,46.061,-82.197,2024-09-06,pH,7.93,None
Lake Huron,87,46.061,-82.197,2024-09-06,Dissolved oxygen (DO),9.03,mg/L
Lake Superior,2,46.543,-84.748,2024-06-08,Dissolved oxygen (DO),11.08,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,Chloride,1.59,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,Chloride,1.58,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,Dissolved oxygen (DO),10.11,mg/L
Lake Superior,2,46.543,-84.748,2024-06-08,pH,7.95,None
Lake Superior,2,46.543,-84.748,2024-06-08,pH,8.05,None
Lake Superior,2,46.543,-84.748,2024-06-08,Total suspended solids,0.6,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,pH,7.8,None
Lake Superior,2,46.543,-84.748,2024-06-08,pH,8.11,None
Lake Superior,2,46.543,-84.748,2024-09-13,Dissolved oxygen (DO),10.18,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,Chloride,1.57,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,Chloride,1.58,mg/L
Lake Superior,2,46.543,-84.748,2024-09-13,pH,7.87,None
Lake Superior,2,46.543,-84.748,2024-06-08,pH,8.01,None
Lake Superior,2,46.543,-84.748,2024-06-08,Chloride,1.57,mg/L
