MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,Chloride,Dissolved oxygen (DO),"Temperature, water",Total suspended solids,Turbidity,pH,WQI,Rating,DataType
42,Georgian Bay,45.913,-81.595,2024-09-07,7.534000000000001,9.64,17.5,0.5,0.23,8.042,94.05,Good,Observed
42,Lake Huron,45.222,-81.82,2022-09-18,7.48,9.04,19.5,1.3,0.12,8.33,92.47,Good,Observed
42,Lake Huron,45.222,-81.82,2024-09-07,7.7,9.23,18.0,0.3,0.16,8.14,93.05,Good,Observed
42,Lake Ontario,43.84,-78.038,2022-04-21,24.0,11.49,3.0,0.2,0.08,8.19,94.98,Good,Observed
42,Lake Ontario,43.84,-78.038,2023-04-17,23.5,11.36,4.0,0.3,0.13,8.27,94.97,Good,Observed
43,Lake Huron,45.013,-82.008,2022-06-07,7.46,11.67,3.5,0.1,0.11,8.06,94.99,Good,Observed
43,Lake Huron,45.013,-82.008,2022-09-18,7.66,8.92,20.0,1.3,0.13,8.35,92.17,Good,Observed
43,Lake Huron,45.013,-82.008,2024-08-29,7.61,9.15,19.0,0.2,0.1,8.34,92.86,Good,Observed
43,Lake Ontario,43.95,-78.05,2022-04-21,28.1,11.55,5.5,0.7,0.35,8.23,94.93,Good,Observed
43,Lake Ontario,43.95,-78.05,2023-04-17,26.8,11.36,6.0,0.6,0.43,8.28,94.94,Good,Observed
43,Lake Superior,47.08,-86.478,2024-06-09,1.55,11.2,4.0,0.3,0.12,8.42,94.97,Good,Observed
43,Lake Superior,47.08,-86.478,2024-09-14,1.56,9.78,16.0,0.3,0.12,7.79,94.42,Good,Observed
44,Lake Huron,45.017,-82.685,2022-06-02,7.448,11.13,3.0,0.15,0.11,8.03,94.98,Good,Observed
44,Lake Huron,45.017,-82.685,2022-09-18,7.553333333333334,10.315,19.8,1.7,0.18,8.17,94.83,Good,Observed
44,Lake Huron,45.017,-82.685,2024-08-29,7.533333333333334,10.223333333333334,20.0,0.2,0.12,8.216666666666667,94.98,Good,Observed
45,Lake Ontario,43.82,-77.783,2022-04-22,23.6,11.87,3.0,0.2,0.1,8.23,94.98,Good,Observed
45,Lake Ontario,43.82,-77.783,2023-04-17,23.3,11.42,3.0,0.2,0.14,8.25,94.98,Good,Observed
46,Georgian Bay,45.762,-81.795,2022-09-15,7.18,9.29,18.9,0.8,0.37,8.34,93.14,Good,Observed
46,Georgian Bay,45.762,-81.795,2024-09-07,7.29,9.2,17.0,1.2,0.48,8.2,92.88,Good,Observed
47,Lake Huron,45.255,-83.347,2022-09-17,7.41,9.16,19.0,1.3,0.18,8.36,92.77,Good,Observed
47,Lake Huron,45.255,-83.347,2024-09-04,7.53,9.49,18.0,0.7,0.14,8.39,93.66,Good,Observed
47,Lake Ontario,43.952,-77.588,2022-04-22,25.1,11.53,4.5,0.3,0.13,8.22,94.97,Good,Observed
47,Lake Ontario,43.952,-77.588,2023-04-17,24.9,11.21,6.75,0.3,0.22,8.26,94.97,Good,Observed
48,Lake Huron,45.278,-82.452,2022-06-07,7.45,11.55,3.5,0.2,0.08,8.04,94.98,Good,Observed
48,Lake Huron,45.278,-82.452,2022-09-18,7.53,9.11,19.0,1.3,0.1,8.32,92.65,Good,Observed
48,Lake Huron,45.278,-82.452,2024-08-29,7.49,9.24,19.0,0.2,0.1,8.36,93.08,Good,Observed
49,Lake Ontario,43.772,-77.438,2023-04-17,23.3,11.7125,3.0,0.2,0.1,8.2625,94.98,Good,Observed
50,Lake Huron,45.535,-82.045,2022-09-18,7.46,9.07,19.0,1.3,0.12,8.31,92.55,Good,Observed
50,Lake Huron,45.535,-82.045,2024-09-07,7.64,9.36,17.0,0.4,0.11,8.27,93.36,Good,Observed
50,Lake Superior,46.508,-86.568,2024-06-09,1.63,10.61,9.3,0.5,0.18,8.32,94.95,Good,Observed
50,Lake Superior,46.508,-86.568,2024-09-14,1.6,9.42,17.5,0.4,0.16,7.99,93.51,Good,Observed
51,Lake Superior,46.517,-87.337,2024-06-09,1.5933333333333335,10.82,8.0,0.6,0.18,8.33,94.94,Good,Observed
51,Lake Superior,46.517,-87.337,2024-09-14,1.6333333333333335,9.446666666666667,18.0,0.4,0.16,7.996666666666667,93.58,Good,Observed
52,Lake Huron,45.652,-82.648,2022-09-18,7.39,9.22,19.0,1.3,0.13,8.3,92.92,Good,Observed
52,Lake Huron,45.652,-82.648,2024-09-06,7.46,9.44,16.5,0.4,0.28,8.21,93.56,Good,Observed
52,Lake Ontario,43.433,-77.712,2022-04-24,23.0,11.35,4.0,0.2,0.1,8.36,94.98,Good,Observed
52,Lake Ontario,43.433,-77.712,2023-04-15,23.1,11.14,4.0,0.1,0.14,8.18,94.99,Good,Observed
53,Lake Ontario,43.35,-77.712,2022-04-24,22.2,11.54,6.0,0.5,0.3,8.19,94.95,Good,Observed
53,Lake Ontario,43.35,-77.712,2023-04-15,21.3,11.25,7.0,0.6,1.07,8.17,94.94,Good,Observed
54,Lake Huron,45.517,-83.417,2022-06-02,7.295999999999999,11.308,3.0,0.1,0.1,8.032,94.99,Good,Observed
54,Lake Huron,45.517,-83.417,2022-09-17,7.356666666666666,10.733333333333334,18.0,0.5,0.17,8.125,94.95,Good,Observed
54,Lake Huron,45.517,-83.417,2024-09-04,7.561666666666666,10.773333333333332,19.0,0.6,0.17,8.283333333333333,94.94,Good,Observed
54,Lake Ontario,43.413,-77.575,2022-04-24,22.9,11.61,3.9,0.1,0.1,8.16,94.99,Good,Observed
54,Lake Ontario,43.413,-77.575,2023-04-15,23.2,11.1,4.0,0.2,0.14,8.21,94.98,Good,Observed
55,Lake Huron,45.425,-83.652,2022-09-17,7.53,9.31,18.7,0.4,0.16,8.32,93.23,Good,Observed
55,Lake Huron,45.425,-83.652,2024-09-04,8.35,9.29,18.5,0.5,0.18,8.4,93.17,Good,Observed
55,Lake Ontario,43.443,-77.438,2022-04-24,23.02,11.242,3.5,0.2,0.1,8.154,94.98,Good,Observed
55,Lake Ontario,43.443,-77.438,2023-04-15,23.14,11.25,3.5,-0.1,0.13,8.216,95.01,Excellent,Observed
56,Lake Huron,45.517,-84.083,2022-09-16,7.77,9.6,18.5,0.3,0.18,8.36,93.97,Good,Observed
56,Lake Huron,45.517,-84.083,2024-09-04,8.44,9.35,19.0,0.4,0.2,8.43,93.33,Good,Observed
56,Lake Ontario,43.36,-77.515,2022-04-24,23.1,11.56,3.2,0.1,0.11,8.16,94.99,Good,Observed
56,Lake Ontario,43.36,-77.515,2023-04-15,23.1,11.1,4.0,0.2,0.11,8.2,94.98,Good,Observed
57,Lake Ontario,43.275,-77.592,2022-04-24,21.9,11.42,6.0,0.8,0.57,8.24,94.92,Good,Observed
57,Lake Ontario,43.275,-77.592,2022-08-11,22.950000000000003,8.575,24.0,1.1,0.66,8.575,54.8,Fair,Observed
57,Lake Ontario,43.275,-77.592,2023-04-15,24.2,10.97,7.5,1.1,1.1,8.21,94.89,Good,Observed
57,Lake Superior,46.933,-87.305,2024-06-10,1.56,11.39,4.5,0.3,0.16,8.42,94.97,Good,Observed
57,Lake Superior,46.933,-87.305,2024-09-14,1.56,9.67,16.5,0.3,0.11,7.84,94.14,Good,Observed
58,Lake Huron,45.867,-83.267,2022-09-16,7.35,9.29,18.0,0.3,0.12,8.36,93.19,Good,Observed
58,Lake Huron,45.867,-83.267,2024-09-06,6.16,9.33,17.5,0.8,0.2,8.18,93.25,Good,Observed
58,Lake Ontario,43.328,-77.438,2022-04-24,23.1,11.56,3.5,0.3,0.14,8.15,94.97,Good,Observed
58,Lake Ontario,43.328,-77.438,2023-04-15,23.7,11.22,4.0,0.1,0.12,8.21,94.99,Good,Observed
59,Lake Huron,45.767,-83.028,2022-09-17,7.49,9.23,18.5,0.4,0.14,8.3,93.03,Good,Observed
59,Lake Huron,45.767,-83.028,2024-09-06,6.91,9.45,17.0,0.7,0.17,8.18,93.56,Good,Observed
59,Lake Ontario,43.382,-77.298,2022-04-24,22.9,11.7,3.5,0.2,0.11,8.2,94.98,Good,Observed
59,Lake Ontario,43.382,-77.298,2023-04-15,23.2,11.25,5.0,0.1,0.12,8.19,94.99,Good,Observed
60,Lake Huron,45.902,-83.518,2022-09-16,7.28,9.29,18.2,0.3,0.15,8.36,93.19,Good,Observed
60,Lake Huron,45.902,-83.518,2024-09-06,7.29,9.71,15.0,0.6,0.21,8.25,94.22,Good,Observed
60,Lake Ontario,43.58,-77.2,2022-04-24,22.86,11.366,4.0,0.1,0.1,8.168000000000001,94.99,Good,Observed
60,Lake Ontario,43.58,-77.2,2023-04-15,23.4,11.19,3.0,0.1,0.17,8.22,94.99,Good,Observed
61,Lake Huron,45.75,-83.917,2022-09-16,6.99,9.33,18.0,0.4,0.16,8.36,93.28,Good,Observed
61,Lake Huron,45.75,-83.917,2024-09-04,7.14,9.42,18.0,0.5,0.16,8.35,93.5,Good,Observed
61,Lake Ontario,43.787,-77.158,2022-08-12,22.96666666666667,9.488333333333332,24.0,2.0,1.12,8.200000000000001,56.11,Fair,Observed
61,Lake Ontario,43.787,-77.158,2023-04-17,23.36,11.414,3.0,0.2,0.12,8.25,94.98,Good,Observed
62,Lake Huron,45.675,-84.187,2022-06-02,7.3,11.25,7.5,0.2,0.14,8.07,94.98,Good,Observed
62,Lake Huron,45.675,-84.187,2022-09-16,6.7,9.35,18.2,0.2,0.24,8.35,93.36,Good,Observed
62,Lake Huron,45.675,-84.187,2024-09-05,8.19,9.39,18.5,0.4,0.3,8.4,93.44,Good,Observed
62,Lake Ontario,43.88,-77.0,2023-04-17,23.3,11.71,6.5,0.3,0.22,8.24,94.97,Good,Observed
63,Lake Huron,45.703,-84.512,2022-06-03,9.71,10.77,11.0,0.3,0.15,8.19,94.97,Good,Observed
63,Lake Huron,45.703,-84.512,2022-09-16,10.2,9.39,18.5,0.3,0.17,8.45,93.44,Good,Observed
63,Lake Huron,45.703,-84.512,2024-09-05,8.98,9.49,18.5,0.5,0.21,8.39,93.68,Good,Observed
63,Lake Ontario,43.732,-77.017,2022-04-23,23.12,11.786,4.0,0.2,0.12,8.192,94.98,Good,Observed
63,Lake Ontario,43.732,-77.017,2023-04-17,22.94,11.582,3.5,0.3,0.15,8.206,94.97,Good,Observed
64,Lake Huron,45.813,-84.755,2022-06-03,10.825,10.5725,9.0,0.35,0.15,8.2125,94.97,Good,Observed
64,Lake Huron,45.813,-84.755,2022-09-16,9.96,9.596666666666666,18.5,0.6,0.24,8.4,93.93,Good,Observed
64,Lake Huron,45.813,-84.755,2024-09-05,9.57,10.198,19.0,0.8,0.15,8.36,94.92,Good,Observed
64,Lake Ontario,43.525,-76.927,2022-04-24,22.8,11.37,4.0,0.3,0.1,8.19,94.97,Good,Observed
64,Lake Ontario,43.525,-76.927,2022-08-11,23.166666666666668,9.816666666666666,24.0,1.3,0.72,8.323333333333332,56.65,Fair,Observed
64,Lake Ontario,43.525,-76.927,2023-04-16,23.2,11.26,3.5,0.1,0.19,8.18,94.99,Good,Observed
65,Lake Huron,45.845,-84.567,2022-09-16,8.48,9.7,18.5,0.3,0.22,8.34,94.22,Good,Observed
65,Lake Huron,45.845,-84.567,2024-09-05,8.64,9.39,19.0,0.5,0.15,8.38,93.43,Good,Observed
65,Lake Ontario,43.423,-76.883,2022-04-24,22.8,11.87,3.0,0.2,0.11,8.2,94.98,Good,Observed
65,Lake Ontario,43.423,-76.883,2023-04-16,23.1,11.22,5.5,0.2,0.14,8.21,94.98,Good,Observed
66,Lake Huron,45.863,-84.295,2022-06-03,6.7,11.48,5.2,0.3,0.13,8.14,94.97,Good,Observed
66,Lake Huron,45.863,-84.295,2022-09-16,6.74,9.31,18.5,0.5,0.21,8.36,93.23,Good,Observed
66,Lake Huron,45.863,-84.295,2024-09-05,7.45,9.41,18.5,0.6,0.18,8.35,93.47,Good,Observed
66,Lake Ontario,43.333,-76.84,2022-04-24,22.8,11.45,5.0,0.3,0.16,8.22,94.97,Good,Observed
66,Lake Ontario,43.333,-76.84,2023-04-15,27.4,11.59,10.0,0.6,0.56,8.25,94.94,Good,Observed
67,Lake Erie,42.845,-79.575,2022-08-15,17.5,8.42,23.5,0.6,0.32,8.44,59.14,Fair,Observed
67,Lake Erie,42.845,-79.575,2023-05-08,28.8,10.46,11.0,2.9,2.49,8.32,94.71,Good,Observed
67,Lake Erie,42.845,-79.575,2024-08-21,24.7,8.27,20.5,3.1,1.5,8.28,85.85,Good,Observed
67,Lake Huron,45.935,-83.9,2022-06-03,5.07,10.72,11.0,0.9,0.37,8.09,94.91,Good,Observed
67,Lake Huron,45.935,-83.9,2022-09-16,4.53,9.19,18.5,1.1,0.57,8.24,92.86,Good,Observed
67,Lake Huron,45.935,-83.9,2024-09-05,6.89,9.94,15.5,0.6,0.21,8.22,94.79,Good,Observed
67,Lake Ontario,43.408,-76.795,2022-04-24,22.9,11.87,3.5,0.2,0.08,8.2,94.98,Good,Observed
67,Lake Ontario,43.408,-76.795,2023-04-16,23.5,11.39,4.5,0.2,0.14,8.21,94.98,Good,Observed
68,Lake Huron,46.042,-83.853,2022-06-03,4.693333333333333,10.409999999999998,12.5,2.5,1.16,8.1,94.75,Good,Observed
68,Lake Huron,46.042,-83.853,2022-09-15,4.19,9.06,18.5,1.7,0.89,8.21,92.48,Good,Observed
68,Lake Huron,46.042,-83.853,2024-09-05,2.84,9.32,18.0,2.6,1.33,8.1,93.04,Good,Observed
68,Lake Ontario,43.53,-76.732,2023-04-16,23.0,11.29,4.5,0.1,0.13,8.18,94.99,Good,Observed
68,Lake Superior,47.017,-88.183,2024-06-10,1.6,11.058,8.5,0.4,0.26,8.256,94.96,Good,Observed
68,Lake Superior,47.017,-88.183,2024-09-15,1.585714285714286,10.475714285714286,18.0,0.3,0.14,7.867142857142857,94.97,Good,Observed
69,Lake Huron,46.078,-84.028,2022-06-03,1.85,10.16,13.8,5.1,4.41,8.07,94.49,Good,Observed
69,Lake Huron,46.078,-84.028,2022-09-16,1.64,9.08,18.5,3.4,2.26,8.105,92.36,Good,Observed
69,Lake Huron,46.078,-84.028,2024-09-05,2.04,9.175,19.0,3.5,2.3,8.055,92.59,Good,Observed
69,Lake Ontario,43.607,-76.713,2022-04-23,22.7,11.35,4.0,0.2,0.12,8.2,94.98,Good,Observed
69,Lake Ontario,43.607,-76.713,2023-04-16,23.0,11.14,4.0,0.1,0.11,8.18,94.99,Good,Observed
70,Lake Huron,46.137,-83.672,2022-06-03,4.18,10.6,11.0,0.8,0.41,7.98,94.92,Good,Observed
70,Lake Huron,46.137,-83.672,2022-09-15,4.7,9.29,18.5,0.7,0.3,8.29,93.16,Good,Observed
70,Lake Huron,46.137,-83.672,2024-09-05,5.06,9.18,19.0,0.8,0.23,8.21,92.87,Good,Observed
70,Lake Ontario,43.542,-76.618,2022-04-23,22.9,11.44,3.5,0.2,0.1,8.2,94.98,Good,Observed
70,Lake Ontario,43.542,-76.618,2022-08-11,22.883333333333336,9.621666666666668,24.0,1.3,0.63,8.268333333333333,56.35,Fair,Observed
70,Lake Ontario,43.542,-76.618,2023-04-16,23.1,11.49,5.0,0.5,0.12,8.18,94.95,Good,Observed
71,Lake Huron,46.233,-83.747,2022-06-04,5.0925,10.595,10.0,0.4,0.41,8.035,94.96,Good,Observed
71,Lake Huron,46.233,-83.747,2022-09-15,5.702,9.425999999999998,19.0,1.38635046113307,0.32,7.970000000000001,93.43,Good,Observed
71,Lake Huron,46.233,-83.747,2024-09-05,5.908,9.644,18.5,1.1,0.49,7.973999999999999,94.0,Good,Observed
71,Lake Ontario,43.477,-76.527,2022-04-23,38.4,11.245,7.0,2.5,1.24,8.265,94.75,Good,Observed
71,Lake Ontario,43.477,-76.527,2023-04-16,24.9,11.585,9.0,0.4,0.37,8.375,94.96,Good,Observed
72,Lake Ontario,43.55,-76.525,2022-04-23,22.9,11.68,3.5,0.2,0.1,8.2,94.98,Good,Observed
72,Lake Ontario,43.55,-76.525,2023-04-16,23.2,11.44,5.0,0.3,0.13,8.21,94.97,Good,Observed
73,Lake Huron,46.187,-83.355,2022-06-04,5.67,11.41,6.5,0.3,0.18,7.97,94.97,Good,Observed
73,Lake Huron,46.187,-83.355,2022-09-15,5.85,9.09,18.0,0.8,0.29,8.28,92.65,Good,Observed
73,Lake Huron,46.187,-83.355,2024-09-05,4.93,9.17,19.0,1.1,0.3,8.13,92.81,Good,Observed
73,Lake Ontario,43.633,-76.288,2022-04-23,22.7,11.68,3.9,0.1,0.16,8.1,94.99,Good,Observed
73,Lake Ontario,43.633,-76.288,2023-04-16,25.1,11.61,5.5,0.4,0.25,8.22,94.96,Good,Observed
74,Lake Ontario,43.75,-76.518,2022-04-23,22.86,11.376,3.5,0.0,0.1,8.244,95.0,Excellent,Observed
74,Lake Ontario,43.75,-76.518,2022-08-11,22.85,9.383333333333333,24.5,2.4,1.31,8.245,51.27,Fair,Observed
74,Lake Ontario,43.75,-76.518,2023-04-16,23.68,11.464,4.5,0.2,0.19,8.184000000000001,94.98,Good,Observed
75,Lake Ontario,43.843,-76.355,2022-04-23,23.0,11.19,5.5,0.3,0.39,8.11,94.97,Good,Observed
75,Lake Ontario,43.843,-76.355,2023-04-16,24.1,11.48,10.0,2.0,1.17,8.22,94.8,Good,Observed
76,Lake Huron,46.0,-83.433,2022-09-15,5.55,9.11,17.9,0.8,0.26,8.27,92.69,Good,Observed
76,Lake Huron,46.0,-83.433,2024-09-06,5.8,9.25,18.0,0.8,0.19,8.14,93.05,Good,Observed
76,Lake Ontario,43.95,-76.175,2022-04-23,15.6,11.02,7.5,1.7,1.44,8.17,94.83,Good,Observed
76,Lake Ontario,43.95,-76.175,2023-04-16,20.0,11.28,10.0,0.7,0.62,8.16,94.93,Good,Observed
76,Lake Superior,47.402,-87.412,2024-06-10,1.56,10.92,4.0,0.3,0.16,8.45,94.97,Good,Observed
76,Lake Superior,47.402,-87.412,2024-09-15,1.57,9.45,17.5,0.3,0.12,7.78,93.59,Good,Observed
77,Lake Huron,45.97,-83.198,2022-09-15,6.48,9.2,17.5,0.9,0.2,8.3,92.91,Good,Observed
77,Lake Huron,45.97,-83.198,2024-09-06,5.88,9.28,18.0,0.9,0.18,8.17,93.11,Good,Observed
77,Lake Ontario,43.957,-76.408,2022-04-23,23.6,11.7,3.5,0.0,0.09,8.17,95.0,Excellent,Observed
77,Lake Ontario,43.957,-76.408,2023-04-16,23.2,10.82,7.0,0.2,0.12,8.24,94.98,Good,Observed
78,Lake Ontario,44.083,-76.407,2022-04-23,22.4,11.88,4.5,0.1,0.13,8.16,94.99,Good,Observed
78,Lake Ontario,44.083,-76.407,2023-04-16,23.4,11.74,4.5,0.1,0.14,8.25,94.99,Good,Observed
79,Lake Huron,46.123,-82.886,2022-06-04,5.9825,10.915,10.0,0.5,0.26,8.030000000000001,94.95,Good,Observed
79,Lake Huron,46.123,-82.886,2022-09-15,6.288,9.078,18.5,0.9,0.25,8.024000000000001,92.6,Good,Observed
79,Lake Huron,46.123,-82.886,2024-09-05,6.423333333333333,9.46,16.0,0.9,0.17,8.023333333333333,93.56,Good,Observed
79,Lake Ontario,44.075,-76.522,2022-04-23,23.6,11.83,4.0,0.1,0.16,8.17,94.99,Good,Observed
79,Lake Ontario,44.075,-76.522,2023-04-17,23.1,11.88,4.5,0.1,0.17,8.24,94.99,Good,Observed
80,Lake Ontario,44.142,-76.61,2022-04-23,23.3,11.76,4.0,0.4,0.1,8.18,94.96,Good,Observed
80,Lake Ontario,44.142,-76.61,2023-04-17,23.0,11.88,4.0,0.1,0.13,8.25,94.99,Good,Observed
80,Lake Superior,47.583,-86.952,2024-06-10,1.55,10.79,4.0,0.3,0.13,8.146666666666667,94.97,Good,Observed
80,Lake Superior,47.583,-86.952,2024-09-15,1.55,10.71375,16.0,0.2,0.11,7.8825,94.98,Good,Observed
81,Lake Ontario,44.017,-76.672,2022-04-23,23.375,11.6075,3.5,0.1,0.13,8.2325,94.99,Good,Observed
81,Lake Ontario,44.017,-76.672,2023-04-17,23.05,11.75,3.8,0.2,0.13,8.245000000000001,94.98,Good,Observed
82,Lake Huron,45.937,-82.758,2022-06-04,6.09,11.16,7.7,0.6,0.19,8.16,94.94,Good,Observed
82,Lake Huron,45.937,-82.758,2022-09-15,6.06,9.08,18.5,0.8,0.27,8.29,92.62,Good,Observed
82,Lake Huron,45.937,-82.758,2024-09-06,6.27,9.4,18.5,1.1,0.28,8.16,93.39,Good,Observed
82,Lake Ontario,44.067,-76.812,2023-04-17,23.1,11.96,4.0,0.1,0.14,8.23,94.99,Good,Observed
83,Lake Huron,46.0,-82.55,2022-06-04,6.03,11.31,6.5,0.4,0.14,8.08,94.96,Good,Observed
83,Lake Huron,46.0,-82.55,2022-09-15,6.03,9.01,19.0,0.8,0.35,8.28,92.44,Good,Observed
83,Lake Huron,46.0,-82.55,2024-09-06,6.22,9.3,18.0,0.8,0.19,8.14,93.17,Good,Observed
84,Lake Huron,46.092,-82.557,2022-06-04,5.955,11.465,9.0,0.3,0.17,8.1075,94.97,Good,Observed
84,Lake Huron,46.092,-82.557,2022-09-15,6.4475,9.67,19.0,0.7,0.33,8.02,94.11,Good,Observed
84,Lake Huron,46.092,-82.557,2024-09-05,6.473999999999999,9.384,17.5,0.6,0.19,8.03,93.4,Good,Observed
84,Lake Ontario,43.887,-76.733,2022-08-12,22.9,7.94,24.0,1.5,1.05,8.16,53.82,Fair,Observed
84,Lake Ontario,43.887,-76.733,2023-04-17,23.3,12.07,3.5,0.2,0.11,8.25,94.98,Good,Observed
84,Lake Superior,48.113,-86.3,2024-06-17,1.53,11.08,4.0,0.2,0.14,8.56,94.98,Good,Observed
84,Lake Superior,48.113,-86.3,2024-09-23,1.55,9.55,16.0,0.4,0.12,7.8,93.83,Good,Observed
85,Lake Ontario,43.75,-79.083,2022-04-20,23.675,11.29,4.0,0.2,0.08,8.1775,94.98,Good,Observed
85,Lake Ontario,43.75,-79.083,2023-04-18,26.175,11.2175,4.5,0.2,0.16,8.2425,94.98,Good,Observed
86,Lake Ontario,43.255,-79.195,2022-04-25,26.2,11.42,7.5,0.9,0.57,8.26,94.91,Good,Observed
86,Lake Ontario,43.255,-79.195,2023-04-14,28.7,11.01,8.0,0.9,1.66,8.24,94.91,Good,Observed
87,Lake Huron,46.061,-82.197,2022-06-04,5.89,11.32,9.5,0.3,0.15,8.08,94.97,Good,Observed
87,Lake Huron,46.061,-82.197,2022-09-15,5.96,8.99,19.5,1.2,0.39,8.35,92.35,Good,Observed
87,Lake Huron,46.061,-82.197,2024-09-06,6.37,9.03,18.0,1.1,0.27,7.93,92.47,Good,Observed
87,Lake Ontario,43.298,-77.518,2022-04-24,22.9,11.44,4.5,0.3,0.2,8.15,94.97,Good,Observed
87,Lake Ontario,43.298,-77.518,2023-04-15,23.9,11.1,4.4,0.2,0.27,8.2,94.98,Good,Observed
88,Lake Huron,46.056,-82.0,2022-09-15,6.02,8.8,20.0,1.1,0.45,8.01,91.89,Good,Observed
88,Lake Huron,46.056,-82.0,2024-09-06,6.28,8.55,19.5,1.3,0.32,7.9,91.25,Good,Observed
88,Lake Ontario,43.588,-76.417,2022-04-23,22.9,11.61,3.5,0.2,0.12,8.2,94.98,Good,Observed
88,Lake Ontario,43.588,-76.417,2023-04-16,24.5,11.55,3.8,0.3,0.17,8.19,94.97,Good,Observed
89,Lake Huron,45.917,-82.161,2022-09-15,5.96,8.91,19.5,1.2,0.42,8.32,92.16,Good,Observed
89,Lake Huron,45.917,-82.161,2024-09-06,6.3,9.28,19.0,1.4,0.34,8.21,93.06,Good,Observed
89,Lake Ontario,43.698,-76.417,2022-04-23,22.8,11.59,3.5,0.2,0.18,8.08,94.98,Good,Observed
89,Lake Ontario,43.698,-76.417,2023-04-16,24.3,11.42,4.5,0.2,0.16,8.19,94.98,Good,Observed
90,Lake Ontario,44.136,-76.825,2023-04-17,19.025,11.44,7.0,1.1,0.66,8.14,94.89,Good,Observed
91,Lake Ontario,43.92,-78.307,2022-04-21,25.1,11.6,5.0,0.2,0.14,8.25,94.98,Good,Observed
91,Lake Ontario,43.92,-78.307,2023-04-18,25.8,11.6,5.5,0.2,0.19,8.24,94.98,Good,Observed
92,Lake Superior,48.583,-86.565,2024-06-17,1.53,11.26,5.0,0.5,0.17,8.46,94.95,Good,Observed
92,Lake Superior,48.583,-86.565,2024-09-23,1.55,9.64,16.5,0.3,0.14,7.95,94.07,Good,Observed
93,Lake Ontario,43.327,-78.868,2022-04-26,24.5,11.4,6.5,1.1,0.64,8.24,94.89,Good,Observed
93,Lake Ontario,43.327,-78.868,2023-04-14,18.8,11.73,7.5,6.0,5.35,8.15,94.4,Good,Observed
94,Lake Huron,44.069,-83.081,2022-09-20,7.86,8.82,20.5,0.6,0.27,8.37,87.39,Good,Observed
94,Lake Huron,44.069,-83.081,2024-08-27,8.18,8.86,22.0,0.5,0.22,8.37,73.68,Fair,Observed
94,Lake Ontario,43.325,-77.217,2022-04-24,22.6,11.78,4.5,0.2,0.21,8.3,94.98,Good,Observed
94,Lake Ontario,43.325,-77.217,2023-04-15,24.5,10.91,5.5,0.4,0.37,8.17,94.96,Good,Observed
95,Lake Huron,44.213,-83.371,2022-06-01,9.333333333333334,10.71,16.0,0.8,0.28,8.223333333333334,94.92,Good,Observed
95,Lake Huron,44.213,-83.371,2022-09-20,7.644,10.172,20.5,0.6,0.21,8.2,90.19,Good,Observed
95,Lake Huron,44.213,-83.371,2024-08-27,8.143333333333333,8.873333333333333,22.0,1.0,0.26,8.403333333333334,73.67,Fair,Observed
95,Lake Ontario,43.313,-77.001,2022-04-24,20.4,11.28,4.5,0.2,0.22,8.2475,94.98,Good,Observed
95,Lake Ontario,43.313,-77.001,2023-04-15,24.08,10.99,5.0,0.3,0.27,8.154,94.97,Good,Observed
95,Lake Superior,48.218,-87.017,2024-06-15,1.54,11.31,4.0,0.4,0.11,8.24,94.96,Good,Observed
95,Lake Superior,48.218,-87.017,2024-09-15,1.56,10.0,15.0,0.4,0.12,7.9,94.96,Good,Observed
96,Lake Huron,44.126,-83.171,2022-09-20,7.57,8.89,20.0,0.4,0.16,8.32,92.19,Good,Observed
96,Lake Huron,44.126,-83.171,2024-08-27,8.04,8.85,22.0,0.5,0.19,8.37,73.66,Fair,Observed
96,Lake Ontario,43.223,-79.447,2022-04-25,14.200872619433447,11.77,6.0,0.1,0.8201206434316353,8.24,94.99,Good,Observed
96,Lake Ontario,43.223,-79.447,2023-04-13,26.4,11.3,5.5,0.2,0.12,8.27,94.98,Good,Observed
97,Lake Huron,44.115,-83.529,2022-09-20,8.75,9.04,20.5,2.2,0.72,8.53,87.76,Good,Observed
97,Lake Huron,44.115,-83.529,2024-08-27,11.4,9.05,22.5,1.3,0.38,8.51,69.37,Fair,Observed
97,Lake Ontario,43.962,-76.122,2022-04-23,12.9,10.82,8.0,3.7,2.74,8.08,94.63,Good,Observed
97,Lake Ontario,43.962,-76.122,2023-04-16,12.4,10.78,10.0,2.0,1.92,7.91,94.8,Good,Observed
97,Lake Superior,48.438,-87.253,2024-09-16,1.57,9.88,15.5,0.4,0.12,7.91,94.66,Good,Observed
98,Lake Huron,43.976,-83.576,2022-09-20,9.72,9.18,20.3,3.5,1.36,8.56,89.82,Good,Observed
98,Lake Huron,43.976,-83.576,2024-08-27,15.0,8.87,22.0,3.2,0.96,8.56,73.48,Fair,Observed
98,Lake Ontario,43.935,-76.232,2022-04-23,20.566666666666663,11.363333333333337,5.5,0.5,0.36,8.183333333333332,94.95,Good,Observed
98,Lake Ontario,43.935,-76.232,2023-04-16,22.366666666666664,11.07,6.5,0.8,0.59,8.213333333333333,94.92,Good,Observed
99,Lake Huron,43.908,-83.742,2022-09-20,12.3,8.75,21.5,5.6,2.56,8.52,77.62,Good,Observed
