MonitoringLocationName,MonitoringLocationID,ActivityType,ActivityMediaName,ActivityStartDate,CharacteristicName,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType
Lake Huron,99,Sample-Routine,Surface Water,2022-09-20,pH,,8.52,None,Actual
Lake Huron,99,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,12.3,mg/L,Actual
Lake Huron,99,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,8.75,mg/L,Actual
Lake Huron,99,Sample-Routine,Surface Water,2024-08-27,Dissolved oxygen (DO),,8.93,mg/L,Actual
Lake Huron,99,Sample-Routine,Surface Water,2024-08-27,pH,,8.59,None,Actual
Lake Huron,99,Sample-Routine,Surface Water,2024-08-27,Chloride,Dissolved,19.7,mg/L,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2022-04-25,Dissolved oxygen (DO),,11.42,mg/L,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2022-04-25,pH,,8.26,None,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2022-04-25,Chloride,Dissolved,26.2,mg/L,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2023-04-14,Dissolved oxygen (DO),,11.01,mg/L,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2023-04-14,Chloride,Dissolved,28.7,mg/L,Actual
Lake Ontario,86,Sample-Routine,Surface Water,2023-04-14,pH,,8.24,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,pH,,8.24,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,Chloride,Dissolved,19.8,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,Dissolved oxygen (DO),,9.86,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,pH,,8.56,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,Chloride,Dissolved,23.8,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,Dissolved oxygen (DO),,12,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,Chloride,Dissolved,20.4,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,pH,,8.22,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-04-26,Dissolved oxygen (DO),,10.91,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,Chloride,Dissolved,18.9,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,Dissolved oxygen (DO),,8.99,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2022-08-10,pH,,8.44,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,Chloride,Dissolved,17,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,pH,,8.13,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,Dissolved oxygen (DO),,11.66,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,pH,,8.12,None,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,Chloride,Dissolved,17,mg/L,Actual
Lake Ontario,22,Sample-Routine,Surface Water,2023-04-14,Dissolved oxygen (DO),,11.25,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,6.06,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-09-15,pH,,8.29,None,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.08,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-06-04,Chloride,Dissolved,6.09,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-06-04,pH,,8.16,None,Actual
Lake Huron,82,Sample-Routine,Surface Water,2022-06-04,Dissolved oxygen (DO),,11.16,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2024-09-06,Dissolved oxygen (DO),,9.4,mg/L,Actual
Lake Huron,82,Sample-Routine,Surface Water,2024-09-06,pH,,8.16,None,Actual
Lake Huron,82,Sample-Routine,Surface Water,2024-09-06,Chloride,Dissolved,6.27,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,pH,,8.13,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Chloride,Dissolved,5.59,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Chloride,Dissolved,5.65,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,pH,,8.08,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.36,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.28,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Chloride,Dissolved,4.7,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Chloride,Dissolved,4.43,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,6.15,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,6.24,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,5.68,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,pH,,7.76,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,pH,,8.23,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Dissolved oxygen (DO),,10.33,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.45,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,pH,,7.97,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Dissolved oxygen (DO),,10.76,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,5.07,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Dissolved oxygen (DO),,10.96,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.25,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Chloride,Dissolved,5.37,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,pH,,8.31,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,pH,,7.96,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,pH,,7.74,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,Dissolved oxygen (DO),,9.79,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-06-04,Dissolved oxygen (DO),,10.33,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2022-09-15,pH,,7.81,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,pH,,8.1,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Chloride,Dissolved,4.35,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Chloride,Dissolved,6.7,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Dissolved oxygen (DO),,9.13,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,pH,,7.96,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Dissolved oxygen (DO),,9.75,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Chloride,Dissolved,6.67,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,pH,,7.8,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Chloride,Dissolved,5.46,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Chloride,Dissolved,6.36,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Dissolved oxygen (DO),,9.96,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Dissolved oxygen (DO),,9.46,mg/L,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,pH,,7.98,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,pH,,8.03,None,Actual
Lake Huron,71,Sample-Routine,Surface Water,2024-09-05,Dissolved oxygen (DO),,9.92,mg/L,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-06-10,pH,,8.39,None,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-06-10,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-06-10,Dissolved oxygen (DO),,11.16,mg/L,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-09-15,pH,,7.87,None,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-09-15,Chloride,Dissolved,1.57,mg/L,Actual
Lake Superior,118,Sample-Routine,Surface Water,2024-09-15,Dissolved oxygen (DO),,9.94,mg/L,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-09-14,Dissolved oxygen (DO),,9.78,mg/L,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-09-14,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-06-09,Dissolved oxygen (DO),,11.2,mg/L,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-06-09,Chloride,Dissolved,1.55,mg/L,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-06-09,pH,,8.42,None,Actual
Lake Superior,43,Sample-Routine,Surface Water,2024-09-14,pH,,7.79,None,Actual
Lake Erie,889,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,889,Sample-Routine,Surface Water,2022-08-18,pH,,8.52,None,Actual
Lake Erie,889,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,8.34,mg/L,Actual
Lake Erie,889,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,11.37,mg/L,Actual
Lake Erie,889,Sample-Routine,Surface Water,2023-05-18,pH,,8.42,None,Actual
Lake Erie,889,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.5,mg/L,Actual
Lake Erie,889,Sample-Routine,Surface Water,2024-04-18,Chloride,Dissolved,14.4,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Dissolved oxygen (DO),,11.21,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,pH,,8.11,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,10.79,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.55,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,7.82,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.64,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.61,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,10.98,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,9.27,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Dissolved oxygen (DO),,10.97,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,pH,,8.48,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.55,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Dissolved oxygen (DO),,11.18,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,9.54,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,7.97,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,pH,,8.05,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,pH,,8.21,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,8.01,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Dissolved oxygen (DO),,11.28,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Dissolved oxygen (DO),,11.18,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,7.97,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Chloride,Dissolved,1.55,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Chloride,Dissolved,1.56,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,Chloride,Dissolved,1.55,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,11.03,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-06-11,pH,,8.03,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,10.32,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,10.27,mg/L,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,8.02,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,7.87,None,Actual
Lake Superior,169,Sample-Routine,Surface Water,2024-09-17,pH,,7.87,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,pH,,8.33,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,9.13,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,11.21,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,8.99,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,8.24,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,8.01,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,8.25,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,pH,,8.34,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,pH,,8.36,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,11.78,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.94,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.95,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,8.89,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-05-31,pH,,8.11,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2022-09-20,pH,,8.33,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Dissolved oxygen (DO),,8.85,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Chloride,Dissolved,8.2,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Dissolved oxygen (DO),,8.77,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Dissolved oxygen (DO),,9.01,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Chloride,Dissolved,8.78,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,Chloride,Dissolved,8.22,mg/L,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,pH,,8.38,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,pH,,8.42,None,Actual
Lake Huron,17,Sample-Routine,Surface Water,2024-08-27,pH,,8.4,None,Actual
Lake Huron,4,Sample-Routine,Surface Water,2022-09-21,pH,,8.4,None,Actual
Lake Huron,4,Sample-Routine,Surface Water,2022-09-21,Chloride,Dissolved,8.15,mg/L,Actual
Lake Huron,4,Sample-Routine,Surface Water,2022-09-21,Dissolved oxygen (DO),,8.81,mg/L,Actual
Lake Huron,4,Sample-Routine,Surface Water,2024-08-28,Chloride,Dissolved,8.08,mg/L,Actual
Lake Huron,4,Sample-Routine,Surface Water,2024-08-28,Dissolved oxygen (DO),,8.9,mg/L,Actual
Lake Huron,4,Sample-Routine,Surface Water,2024-08-28,pH,,8.37,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,3.89,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,pH,,8.39,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,7.49,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,pH,,7.57,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,pH,,7.59,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,14.9,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15.1,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,4.16,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,14.9,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,pH,,7.51,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,3.79,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15.1,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,8.77,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,pH,,8.64,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,pH,,8.08,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,pH,,8.45,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,10.43,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,pH,,8.08,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,pH,,8.18,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,11.2,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,11.13,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.1,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,10.95,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,pH,,8.11,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,10.6,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Chloride,Dissolved,14.9,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,pH,,8.22,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,pH,,8.05,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Dissolved oxygen (DO),,5.86,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Chloride,Dissolved,14.4,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,pH,,7.78,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,pH,,8.64,None,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Dissolved oxygen (DO),,8.76,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Dissolved oxygen (DO),,4.01,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,880,Sample-Routine,Surface Water,2024-08-13,Dissolved oxygen (DO),,1.71,mg/L,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2022-04-24,pH,,8.16,None,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2022-04-24,Dissolved oxygen (DO),,11.61,mg/L,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2022-04-24,Chloride,Dissolved,22.9,mg/L,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2023-04-15,Dissolved oxygen (DO),,11.1,mg/L,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2023-04-15,Chloride,Dissolved,23.2,mg/L,Actual
Lake Ontario,54,Sample-Routine,Surface Water,2023-04-15,pH,,8.21,None,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-06-13,Dissolved oxygen (DO),,10.95,mg/L,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-06-13,pH,,8.25,None,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-09-17,pH,,8.07,None,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-06-13,Chloride,Dissolved,1.54,mg/L,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-09-17,Chloride,Dissolved,1.6,mg/L,Actual
Lake Superior,152,Sample-Routine,Surface Water,2024-09-17,Dissolved oxygen (DO),,10.45,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,pH,,8.5,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,8.54,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,8.35,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,pH,,8.52,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,19.6,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,19.2,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,pH,,8.26,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,19,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,Chloride,Dissolved,19.1,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,10.6,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,Dissolved oxygen (DO),,10.25,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2023-05-18,pH,,8.26,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,pH,,8.28,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,Chloride,Dissolved,17.2,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,pH,,8.38,None,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,Chloride,Dissolved,16.5,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,Dissolved oxygen (DO),,7.99,mg/L,Actual
Lake Erie,958,Sample-Routine,Surface Water,2024-08-15,Dissolved oxygen (DO),,8.09,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,pH,,7.97,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,7.97,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.6,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,10.78,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,8.8,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,7.36,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,11.78,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,10.89,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.65,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.67,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,pH,,8.03,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,10.28,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,8.33,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.7,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,7.41,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,7.43,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Chloride,Dissolved,7.72,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,10.72,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,11.31,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,pH,,8.13,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,7.38,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,pH,,8.01,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,10.59,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,7.99,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,Dissolved oxygen (DO),,9.63,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,8.3,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,pH,,8.11,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Chloride,Dissolved,7.37,mg/L,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,8.29,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-09-20,pH,,7.96,None,Actual
Lake Huron,9,Sample-Routine,Surface Water,2022-05-31,Dissolved oxygen (DO),,10.82,mg/L,Actual
